"UPA.ID","Hazard.Desc.Loc","Hazard.Desc.Loc.lt","Availability","NotWornE","NotWornNE","NotWornU","WornIncorrectlyE","WornIncorrectlyNE","WornIncorrectlyU","DisinfectionMaintenance","SizeFit","Expired","Counterfeit","PPEDiscouragedProhibited","Physiological","Training","RPP","EnforceUse","EnforceCorrectUse","FitTest","CrossContamination"
"C-1855226","1. Plant has approximately 7 machines, each with a grinder, creating loud noise and hearing distress to employees. No PPE provided. 2. Employees in the plant have difficulty breathing due to fumes from the 1 operable diesel tow motor (Caterpillar). Near misses occur due to no operable horn. 3. Asbestos and/or fiberglass insulation falls on employees from overhead in the plant, including the vicinity around the 110 machine. Employees have to cover product to prevent contamination during production. Occurs often when nearby train rattles building. 4. Facility is infested with rats and rodents in office and plant area. Some old traps are present, but ineffective. 5. Employees operating drill press and plant machines have to reach into machines to retrieve parts, while still energized. No LO/TO procedures followed or training provided. Drill Press and Plant area. 6. Various acrylic chemicals used and mixed by Plant Manager in vicinity of employees, who are exposed to strong fumes. Employees are not provided with PPE, Hazard Communication training, or access to Safety Data Sheets. 7. Employer does not take measures to prevent the spread of Covid-19. Does not clean surfaces, provide masks, or other cleaning materials. An employee was directed to work a machine in the plant after it was used by a sick employee who had later tested positive for Covid-19.","1. plant has approximately 7 machines, each with a grinder, creating loud noise and hearing distress to employees. no ppe provided. 2. employees in the plant have difficulty breathing due to fumes from the 1 operable diesel tow motor (caterpillar). near misses occur due to no operable horn. 3. asbestos and/or fiberglass insulation falls on employees from overhead in the plant, including the vicinity around the 110 machine. employees have to cover product to prevent contamination during production. occurs often when nearby train rattles building. 4. facility is infested with rats and rodents in office and plant area. some old traps are present, but ineffective. 5. employees operating drill press and plant machines have to reach into machines to retrieve parts, while still energized. no lo/to procedures followed or training provided. drill press and plant area. 6. various acrylic chemicals used and mixed by plant manager in vicinity of employees, who are exposed to strong fumes. employees are not provided with ppe, hazard communication training, or access to safety data sheets. 7. employer does not take measures to prevent the spread of covid-19. does not clean surfaces, provide masks, or other cleaning materials. an employee was directed to work a machine in the plant after it was used by a sick employee who had later tested positive for covid-19.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1603969","There has been an increase in workloads resulting in exit doors being blocked with product. Product is boxing in employees around their truck prevent egress out of work area. Employees have not received informaiton and training on need to report work place injuries and to seek medical treatment. There have been recent incidents where employees have been injured and management has discouraged them from seeking medical treatment and an incidents reports have not been completed. Employer is not ensuring employees are wearing face masks to help minimize spread of COVID 19.","there has been an increase in workloads resulting in exit doors being blocked with product. product is boxing in employees around their truck prevent egress out of work area. employees have not received informaiton and training on need to report work place injuries and to seek medical treatment. there have been recent incidents where employees have been injured and management has discouraged them from seeking medical treatment and an incidents reports have not been completed. employer is not ensuring employees are wearing face masks to help minimize spread of covid 19.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1692656","T8CCR 3203(a) Employees are not wearing masks or staying 6 feet apart from one another.","t8ccr 3203(a) employees are not wearing masks or staying 6 feet apart from one another.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1624772","Title 8 CCR Section 3203(a)(6 - Employer is not following the COVID-19 recommendations (face covering, cleaning of buses and office)","title 8 ccr section 3203(a)(6 - employer is not following the covid-19 recommendations (face covering, cleaning of buses and office)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1839268","1. Forklifts are in poor condition (chunks of tires missing/wires dragging on the ground), not being inspected/maintained, being operated in an unsafe manner (horseplay), and the forks are being held in place by plastic wrap and zip ties. 2. Employees aren't wearing their masks properly, some not wearing one at all, covering only the chin/mouth area and not the nose. An HR representative briefed proper wear of masks but employees continue to wear them incorrectly. 3. Employer doesn't have an effective COVID screening protocol in place, ill employees aren't being sent home by management.","1. forklifts are in poor condition (chunks of tires missing/wires dragging on the ground), not being inspected/maintained, being operated in an unsafe manner (horseplay), and the forks are being held in place by plastic wrap and zip ties. 2. employees aren't wearing their masks properly, some not wearing one at all, covering only the chin/mouth area and not the nose. an hr representative briefed proper wear of masks but employees continue to wear them incorrectly. 3. employer doesn't have an effective covid screening protocol in place, ill employees aren't being sent home by management.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1751272","1: On the site, there are no lights in the employee parking lot, exposing employees to struck by hazards. 2: CDC guidelines on social distancing and mask wearing are not being enforced in the facility.","1: on the site, there are no lights in the employee parking lot, exposing employees to struck by hazards. 2: cdc guidelines on social distancing and mask wearing are not being enforced in the facility.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1666338","T8CCR 3203(a)- No one is wearing masks and people gather in the break room.","t8ccr 3203(a)- no one is wearing masks and people gather in the break room.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1622370","1. The employer is not complying with the governor¿s covid-19 mandate regarding face coverings. Staff do not wear them and regularly interact with the public. 2. An employee reported to work with covid-19 symptoms before testing positive on 6/17/2020. 3. Subsequently, another staff member fell ill with suspected covid-19. 4. Social distancing is not adhered to. Hazard Location: Within the workplace. 7/14/2020 JH","1. the employer is not complying with the governor¿s covid-19 mandate regarding face coverings. staff do not wear them and regularly interact with the public. 2. an employee reported to work with covid-19 symptoms before testing positive on 6/17/2020. 3. subsequently, another staff member fell ill with suspected covid-19. 4. social distancing is not adhered to. hazard location: within the workplace. 7/14/2020 jh",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1713819","3205: The employer is not requiring or enforcing employees to wear masks to protect them from Covid-19.","3205: the employer is not requiring or enforcing employees to wear masks to protect them from covid-19.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1586641","1. The doctor and his staff are not practicing social distancing in the office during the coronavirus pandemic. No patient screening is conducted whatsoever to determine if they are covid-19 positive. The doctor has increased the amount of face-to-face procedures and tests rather than scale them back or eliminate them as the CDC, DHHS, and Governor¿s orders have required. 2. Employees are forbidden from wearing masks and the employer has hidden all of the masks to make sure they are not worn. 3. There is no soap available for employees to wash their hands. Insufficient time is allotted between patients to properly disinfect the room. 4. Specimens are prepared and tested on the breakroom table. Hazard Location: Throughout the facility. 5/11/2020 JH","1. the doctor and his staff are not practicing social distancing in the office during the coronavirus pandemic. no patient screening is conducted whatsoever to determine if they are covid-19 positive. the doctor has increased the amount of face-to-face procedures and tests rather than scale them back or eliminate them as the cdc, dhhs, and governor¿s orders have required. 2. employees are forbidden from wearing masks and the employer has hidden all of the masks to make sure they are not worn. 3. there is no soap available for employees to wash their hands. insufficient time is allotted between patients to properly disinfect the room. 4. specimens are prepared and tested on the breakroom table. hazard location: throughout the facility. 5/11/2020 jh",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"C-1661706","1. Failure to comply with the mandate for employees to wear face coverings. 2. Failure to comply with social distancing measures by maintaining a minimum six-foot distance between employees in public spaces.","1. failure to comply with the mandate for employees to wear face coverings. 2. failure to comply with social distancing measures by maintaining a minimum six-foot distance between employees in public spaces.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1557010","1. In the behavioral unit, employees are not allowed to wear surgical masks because ""it hurts patient's feelings"", despite the fact that patients come in with fevers. These patients have not been screened for COVID-19. T8 CCR 5144, 5199","1. in the behavioral unit, employees are not allowed to wear surgical masks because ""it hurts patient's feelings"", despite the fact that patients come in with fevers. these patients have not been screened for covid-19. t8 ccr 5144, 5199",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"C-1750237","Refusal by a majority of the 50-odd workers to properly wear face masks in line with OSHA recommendations for the COVID-19 pandemic, providing an exposure risk to the entire workforce.","refusal by a majority of the 50-odd workers to properly wear face masks in line with osha recommendations for the covid-19 pandemic, providing an exposure risk to the entire workforce.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1857040","Potential concern implementing COVID Prevention Program for employer did not ensure to exclude employees from the workplace who may have been exposed to a positive COVID-19 case and enforce wearing of face covering by all employees. T8 CCR Sec. 3203, 3205 & 3380.","potential concern implementing covid prevention program for employer did not ensure to exclude employees from the workplace who may have been exposed to a positive covid-19 case and enforce wearing of face covering by all employees. t8 ccr sec. 3203, 3205 & 3380.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1693421","1. Employees are exposed to health hazards in the form of COVID-19 while working in the distribution center. The employer has not implemented enhanced work practice controls, including but not limited to enforcing social distancing at at times during the work shift and enforcing face coverings of all employees. Contrary to OSH Act Section 5(a)(1).","1. employees are exposed to health hazards in the form of covid-19 while working in the distribution center. the employer has not implemented enhanced work practice controls, including but not limited to enforcing social distancing at at times during the work shift and enforcing face coverings of all employees. contrary to osh act section 5(a)(1).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1573013","1. There have been employees who have been sick with symptoms and have tested positive with COVID-19. 2. They are still operating and they have not shut down. Patients have been called and cancelled. They are reopening Monday business as usual not just emergency cases only. 3. They are not provided proper PPE. The PPE that they are given is one mask per employee that have had to be used for days consecutively. The employees have been exposed at least 8 days. 4. They are not providing social distancing for staff. 5. They are not providing any safety measures for patients. 6. There have been several coronavirus protocol violations.","1. there have been employees who have been sick with symptoms and have tested positive with covid-19. 2. they are still operating and they have not shut down. patients have been called and cancelled. they are reopening monday business as usual not just emergency cases only. 3. they are not provided proper ppe. the ppe that they are given is one mask per employee that have had to be used for days consecutively. the employees have been exposed at least 8 days. 4. they are not providing social distancing for staff. 5. they are not providing any safety measures for patients. 6. there have been several coronavirus protocol violations.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1576769","1. Hand sanitizer not provided. 2. PPE (gloves, mask/respirator). 3. Employees not adhering to social distancing during sales calls. 4. Products not sanitized prior to handing to customers. 5. Employees must use customer phones without sanitizing during process.","1. hand sanitizer not provided. 2. ppe (gloves, mask/respirator). 3. employees not adhering to social distancing during sales calls. 4. products not sanitized prior to handing to customers. 5. employees must use customer phones without sanitizing during process.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1724014","the employer is not following Covid-19 guidelines . Employees do not wear masks.","the employer is not following covid-19 guidelines . employees do not wear masks.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1623621","1. Disinfecting wipes, tissues, and gloves are not being provided for employee use. 2. Employees are required to wear same face mask for months. 3. There is mold in the bathroom and there are no vents.","1. disinfecting wipes, tissues, and gloves are not being provided for employee use. 2. employees are required to wear same face mask for months. 3. there is mold in the bathroom and there are no vents.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1574230","Employees not provided with respiratory protection. N95 respirators not given to employees.","employees not provided with respiratory protection. n95 respirators not given to employees.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1598035","1. Since the COVID-19 outbreak no safety measures have been taken. Masks and gloves are not being enforced and nothing is done to sanitize surfaces where customers have touched throughout the day. 2. Electrical cords everywhere on the floor which creates a tripping hazard. 3. Large appliances are all plugged into same outlet causing the circuits to be overloaded. This routinely causes sparks and power outages which causes concern for possible fire hazard.","1. since the covid-19 outbreak no safety measures have been taken. masks and gloves are not being enforced and nothing is done to sanitize surfaces where customers have touched throughout the day. 2. electrical cords everywhere on the floor which creates a tripping hazard. 3. large appliances are all plugged into same outlet causing the circuits to be overloaded. this routinely causes sparks and power outages which causes concern for possible fire hazard.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1578382","Employer not enforcing social distancing. Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work. Employer not providing PPE such as gloves, masks, face shields, etc.|Business operating even though business classified as nonessential.","employer not enforcing social distancing. coworker has tested positive for covid-19 and continues to report to work and/or family member of a coworker has tested positive for covid-19 and the coworker continues to report to work. employer not providing ppe such as gloves, masks, face shields, etc.|business operating even though business classified as nonessential.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1577648","1. The employer requires employees working in the clean room to work within six feet of each other. 2. The employee does not provide personal protective equipment to protect employees working in the clean room from contracting the COVID-19 virus.","1. the employer requires employees working in the clean room to work within six feet of each other. 2. the employee does not provide personal protective equipment to protect employees working in the clean room from contracting the covid-19 virus.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1611467","1. Three dancers tested positive for COVID-19. 2. They are not social distancing at the bar. 3. No one is wearing masks. 4. They are not disinfecting the bar when they close.","1. three dancers tested positive for covid-19. 2. they are not social distancing at the bar. 3. no one is wearing masks. 4. they are not disinfecting the bar when they close.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1621261","1. COVID quarantine and restrictions were completely ignored. 2. The employees do not wear face masks in the building at all. 3. There is a severe lack of PPE available to drivers and crew. 4. The drivers and crews refuse to wear masks or gloves when entering and working in customers homes. 5. The employees were tested for 1 week by using a temperature reader on their foreheads and stopped checking everyone the following week.","1. covid quarantine and restrictions were completely ignored. 2. the employees do not wear face masks in the building at all. 3. there is a severe lack of ppe available to drivers and crew. 4. the drivers and crews refuse to wear masks or gloves when entering and working in customers homes. 5. the employees were tested for 1 week by using a temperature reader on their foreheads and stopped checking everyone the following week.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1779378","3205(c)(7)(A): Employees not wearing face mask in work area exposing co-workers to possible COVID-19 exposure inside in-patient pharmacy area.","3205(c)(7)(a): employees not wearing face mask in work area exposing co-workers to possible covid-19 exposure inside in-patient pharmacy area.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1642498","1. The employer is not following the Governor's Covid-19 guidelines in regard to enforcing visitors to follow social distancing by maintaining a minimum six-foot distance between persons in the facility. 2. The employer is not following the Governor's Covid-19 guidelines in regard to following the mandate for persons to wear face coverings while in the facility. 3. Visitors are allowed to gather in groups of 15 people or more at a time when visiting the residents in the facility. 4. Employees are concerned about residents testing positive for Covid-19, potentially exposing employees to the virus. Hazard Location: Throughout 8/6/2020 DG","1. the employer is not following the governor's covid-19 guidelines in regard to enforcing visitors to follow social distancing by maintaining a minimum six-foot distance between persons in the facility. 2. the employer is not following the governor's covid-19 guidelines in regard to following the mandate for persons to wear face coverings while in the facility. 3. visitors are allowed to gather in groups of 15 people or more at a time when visiting the residents in the facility. 4. employees are concerned about residents testing positive for covid-19, potentially exposing employees to the virus. hazard location: throughout 8/6/2020 dg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1637754","1.) Salesmen and other employees are not utilizing face masks or face coverings for the protection from, and prevention of, COVID-19 when they cannot properly social distance themselves from customers and/or other employees.","1.) salesmen and other employees are not utilizing face masks or face coverings for the protection from, and prevention of, covid-19 when they cannot properly social distance themselves from customers and/or other employees.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1683626","1. No one monitors employee self check temps. 2. No enforcement of wearing masks properly. 3. No social distancing at times. 4. Nothing sanitized throughout day. 5. Employees have been exposed and tested negative but no self quarantine. 6. No preparedness/response plan. 7. Employees signed a paper for wearing masks. Still not worn correctly. 8. Gathering in break room.","1. no one monitors employee self check temps. 2. no enforcement of wearing masks properly. 3. no social distancing at times. 4. nothing sanitized throughout day. 5. employees have been exposed and tested negative but no self quarantine. 6. no preparedness/response plan. 7. employees signed a paper for wearing masks. still not worn correctly. 8. gathering in break room.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C-1627175","T8CCR 3203(a) - Employees are not wearing masks in the office or warehouse. Employer is not enforcing social distancing and employees are sharing desks in office. Employer is not allowing employees to work remotely after previously working remotely. T8CCR 3225(a) - Fire exits are blocked. T8CCR 3241(c) - Material is stacked high and unsafely.","t8ccr 3203(a) - employees are not wearing masks in the office or warehouse. employer is not enforcing social distancing and employees are sharing desks in office. employer is not allowing employees to work remotely after previously working remotely. t8ccr 3225(a) - fire exits are blocked. t8ccr 3241(c) - material is stacked high and unsafely.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1757005","T8 CCR 3205(c)(7) Employees in the kitchen area and the manager are not wearing face coverings. T8 CCR 3205(c)(6)(A) Employees are not maintaining physical distancing.","t8 ccr 3205(c)(7) employees in the kitchen area and the manager are not wearing face coverings. t8 ccr 3205(c)(6)(a) employees are not maintaining physical distancing.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1636512","Covid related hazards - Mask wear for both employees and customers. No social distancing in the lunchroom / employee common areas","covid related hazards - mask wear for both employees and customers. no social distancing in the lunchroom / employee common areas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1690513","1. There is a lack of adequate personal protective equipment to fit each staff member. 2. The employer is not taking temperatures for people coming inside the building.","1. there is a lack of adequate personal protective equipment to fit each staff member. 2. the employer is not taking temperatures for people coming inside the building.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"C-1572368","1. In the 3Q Psych unit, employees were not permitted to quarantine as directed. 2. In the 3Q Psych unit, employees were not provided masks, and not allowed to wear masks. 3. In the 3Q Psych unit, employer is not enforcing/implementing social distancing. 4. In the 3Q Psych unit, employees are is not being informed of employees and patients with positive cases to COVIC-19. 5. Employees are not allowed to come back to work when told to quarantine themselves after testing positive for COVID-19. 6. Employees are not allowed to quarantine themselves after testing positive to COVID-19.","1. in the 3q psych unit, employees were not permitted to quarantine as directed. 2. in the 3q psych unit, employees were not provided masks, and not allowed to wear masks. 3. in the 3q psych unit, employer is not enforcing/implementing social distancing. 4. in the 3q psych unit, employees are is not being informed of employees and patients with positive cases to covic-19. 5. employees are not allowed to come back to work when told to quarantine themselves after testing positive for covid-19. 6. employees are not allowed to quarantine themselves after testing positive to covid-19.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"C-1570143","1) Employees are potentially exposed to respiratory hazards. It was reported that employees are not practicing proper social distancing in the DEN3 Warehouse and the employees are within 6 feet of each other to perform work, take breaks and consume food. It was further reported, that the employer has failed to enforce the requirements to contain the spread of COVID-19. The employer has failed to evaluate respiratory hazards in the workplace. Contrary to 29 CFR 1910.134. 2) Employer has failed to assess the workplace to determine if hazards are present, or are likely to be present, which necessitate the use of personal protective equipment (PPE). It was reported that warehouse employees are not being provided PPE like, but not limited to, gloves for general use or face fitting respirators. Contrary to 29 CFR 1910.132. 3) Employer has potentially failed to provide a safe and healthful workplace. It was reported that the hand sanitizer dispensers are empty and the employer has failed to refill the dispensers. This is contrary to 5(a)(1) of the OSH Act of 1970.","1) employees are potentially exposed to respiratory hazards. it was reported that employees are not practicing proper social distancing in the den3 warehouse and the employees are within 6 feet of each other to perform work, take breaks and consume food. it was further reported, that the employer has failed to enforce the requirements to contain the spread of covid-19. the employer has failed to evaluate respiratory hazards in the workplace. contrary to 29 cfr 1910.134. 2) employer has failed to assess the workplace to determine if hazards are present, or are likely to be present, which necessitate the use of personal protective equipment (ppe). it was reported that warehouse employees are not being provided ppe like, but not limited to, gloves for general use or face fitting respirators. contrary to 29 cfr 1910.132. 3) employer has potentially failed to provide a safe and healthful workplace. it was reported that the hand sanitizer dispensers are empty and the employer has failed to refill the dispensers. this is contrary to 5(a)(1) of the osh act of 1970.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1634299","T8CCR§3380(f)/T8CCR§5199/ - EKG Techs and X-Ray Techs working in the ER with Covid-Positive patients are not given N-95 masks. TCCR3203(a) - Room for EKG Techs does not allow for 6-foot distancing between employees.","t8ccr§3380(f)/t8ccr§5199/ - ekg techs and x-ray techs working in the er with covid-positive patients are not given n-95 masks. tccr3203(a) - room for ekg techs does not allow for 6-foot distancing between employees.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1606586","1. T8 CCR 3203(a)(2), (4), (6), & (7) The employer does not ensure the COVID-19 precautions for the workplace are observed in the following ways: - employees are not screened for signs and symptoms - barrier control masks are not worn by all employees - social distancing is not enforced - the facility has not been disinfected after employees contracted COVID-19 2. T8 CCR 3364(b) The employer does not ensure that toilet facilities are kept clean for the evening shift. 3. T8 CCR 3380(f)(1)(A) The employer failed to select, and have each affected employee use, the type of personal protective equipment (gloves and eye protection) that will protect the affected employee from the hazard of disinfecting surfaces by spraying bleach solution.","1. t8 ccr 3203(a)(2), (4), (6), & (7) the employer does not ensure the covid-19 precautions for the workplace are observed in the following ways: - employees are not screened for signs and symptoms - barrier control masks are not worn by all employees - social distancing is not enforced - the facility has not been disinfected after employees contracted covid-19 2. t8 ccr 3364(b) the employer does not ensure that toilet facilities are kept clean for the evening shift. 3. t8 ccr 3380(f)(1)(a) the employer failed to select, and have each affected employee use, the type of personal protective equipment (gloves and eye protection) that will protect the affected employee from the hazard of disinfecting surfaces by spraying bleach solution.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C-1724144","1. Workers are exposed to infection with COVID-19 at the work site in that protective measures are not in place and or enforced that are designed to prevent the spread of COVID-19, such as, but not limited to maintaining a distance of 6 feet, proper wearing of masks, and or barriers to protect workers from infection. Contrary to the OSH Act of 1970.","1. workers are exposed to infection with covid-19 at the work site in that protective measures are not in place and or enforced that are designed to prevent the spread of covid-19, such as, but not limited to maintaining a distance of 6 feet, proper wearing of masks, and or barriers to protect workers from infection. contrary to the osh act of 1970.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C-1737835","1. The employer did not ensure employees are wearing facial coverings properly while in their cubical, walking in the office common and the breakroom. T8 CCR 3205(c)(7)(A). 2. The employer did not ensure employees can maintain a physical distance of at least 6 feet between other persons while in their cubicles, breakrooms in general office space. T8 CCR 3205(c)(6).","1. the employer did not ensure employees are wearing facial coverings properly while in their cubical, walking in the office common and the breakroom. t8 ccr 3205(c)(7)(a). 2. the employer did not ensure employees can maintain a physical distance of at least 6 feet between other persons while in their cubicles, breakrooms in general office space. t8 ccr 3205(c)(6).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C-1600769","1. Not wearing PPE. 2. Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work. Other:There were a couple positive employee cases, they were shut down as a hot spot on May 7th with 12 employee cases. They are supposed to fully shut down, but there are still people working there. They did not require employees to wear gloves and masks until April. All employees are scheduled to return on May 26th.","1. not wearing ppe. 2. coworker has tested positive for covid-19 and continues to report to work and/or family member of a coworker has tested positive for covid-19 and the coworker continues to report to work. other:there were a couple positive employee cases, they were shut down as a hot spot on may 7th with 12 employee cases. they are supposed to fully shut down, but there are still people working there. they did not require employees to wear gloves and masks until april. all employees are scheduled to return on may 26th.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1654661","T8CCR 5199(d) T8CCR 3203(a)(2) Employee nursing staff and others not wearing masks and keeping distancing to prevent Covid-19 spread. Employer not enforcing these measures at Central and West wings (Med-Surge) especially on the weekends when there is no supervision.","t8ccr 5199(d) t8ccr 3203(a)(2) employee nursing staff and others not wearing masks and keeping distancing to prevent covid-19 spread. employer not enforcing these measures at central and west wings (med-surge) especially on the weekends when there is no supervision.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1582880","1. The employer does not provide personal protective equipment (PPE) for employees to prevent the spread of COVID-19 and CDC guidelines. 2. Employees are frequently visiting with patrons who are in a small patio without practicing social distancing to prevent the spread of COVID-19 and CDC guidelines. 3. The employees are not practicing social distancing to prevent the spread of COVID-19 and CDC guidelines.","1. the employer does not provide personal protective equipment (ppe) for employees to prevent the spread of covid-19 and cdc guidelines. 2. employees are frequently visiting with patrons who are in a small patio without practicing social distancing to prevent the spread of covid-19 and cdc guidelines. 3. the employees are not practicing social distancing to prevent the spread of covid-19 and cdc guidelines.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1831432","1. Employees are exposed to mold and maggots while emptying bags of laundry dirty that have been sitting for a long time. 2. No masks are provided to prevent against the spread of Covid 19.","1. employees are exposed to mold and maggots while emptying bags of laundry dirty that have been sitting for a long time. 2. no masks are provided to prevent against the spread of covid 19.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1840630","1. The District has not implemented and/or enforced hazard mitigations that include but are not limited to student masking for SARS-CoV-2, the virus that causes COVID-19, to protect employees. On August 11, 2021, The Illinois State Board of Education (ISBE) issued a letter to all superintendents titled, ""Enforcement of Universal Masking Requirement."" This letter highlights Executive Order 2021-18, that requires that all students, staff, and visitors wear masks indoors in all P-12 schools in Illinois. While IL OSHA cannot directly enforce this executive order, the Illinois Occupational Safety and Health Act requires employers to protect employees from recognized hazards that cause or are likely to cause death or serious physical harm to its employees (820 ILCS 219/20(a)). Employers that violate this section of the Act may be cited and/or referred to another regulatory authority such as the ISBE. Employers that intentionally violate or show plain indifference to this section of the Act may be cited with a violation classified as willful. (820 ILCS 219/20) Sec. 20. Duties of employers and employees. (a) Every public employer must provide reasonable protection to the lives, health, and safety of its employees and must furnish to each of its employees employment and a workplace which are free from recognized hazards that cause or are likely to cause death or serious physical harm to its employees. The District must show that they have implemented measures to protect employees from SARS-CoV-2, and these measures are enforced. 2. It is alleged that an employee of the District was recently hospitalized with COVID-19 within the past two weeks. IL OSHA requests that the District provides their determination as to why this hospitalization was not work-related. Please provide this as a separate document to your formal response to maintain confidentiality of protected health information. If the hospitalization was work related, and the employee was admitted, the District is required to report this incident immediately to 217-782-7860. The District is also required to log this as a respiratory illness on their injury and illness logs (OSHA 300 logs). The school board and superintendent are ultimately responsible for ensuring a safe workplace and complying with the Illinois Occupational Safety and Health Act.","1. the district has not implemented and/or enforced hazard mitigations that include but are not limited to student masking for sars-cov-2, the virus that causes covid-19, to protect employees. on august 11, 2021, the illinois state board of education (isbe) issued a letter to all superintendents titled, ""enforcement of universal masking requirement."" this letter highlights executive order 2021-18, that requires that all students, staff, and visitors wear masks indoors in all p-12 schools in illinois. while il osha cannot directly enforce this executive order, the illinois occupational safety and health act requires employers to protect employees from recognized hazards that cause or are likely to cause death or serious physical harm to its employees (820 ilcs 219/20(a)). employers that violate this section of the act may be cited and/or referred to another regulatory authority such as the isbe. employers that intentionally violate or show plain indifference to this section of the act may be cited with a violation classified as willful. (820 ilcs 219/20) sec. 20. duties of employers and employees. (a) every public employer must provide reasonable protection to the lives, health, and safety of its employees and must furnish to each of its employees employment and a workplace which are free from recognized hazards that cause or are likely to cause death or serious physical harm to its employees. the district must show that they have implemented measures to protect employees from sars-cov-2, and these measures are enforced. 2. it is alleged that an employee of the district was recently hospitalized with covid-19 within the past two weeks. il osha requests that the district provides their determination as to why this hospitalization was not work-related. please provide this as a separate document to your formal response to maintain confidentiality of protected health information. if the hospitalization was work related, and the employee was admitted, the district is required to report this incident immediately to 217-782-7860. the district is also required to log this as a respiratory illness on their injury and illness logs (osha 300 logs). the school board and superintendent are ultimately responsible for ensuring a safe workplace and complying with the illinois occupational safety and health act.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1663521","1. Employees exposed to a COVID-19 worker were not quarantine, isolated, nor tested. 2. The employer does not enforce social distancing of 6 feet to mitigate employee exposure to COVID-19. 3. The employer does not enforce the use of masks/face coverings.","1. employees exposed to a covid-19 worker were not quarantine, isolated, nor tested. 2. the employer does not enforce social distancing of 6 feet to mitigate employee exposure to covid-19. 3. the employer does not enforce the use of masks/face coverings.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
